Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
5,Places + Transport + Directions,42,436,593,下手,へた,heta,"unskillful, poor",Adjective,,na-adjective,Places/Transport/Directions,Core open list,Can take な before nouns / also noun-like,2032,1814,0.00596186,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,下手,"adj-na,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,n",Place/transport/direction anchor
5,Places + Transport + Directions,43,198,603,外,ほか,hoka,"other, the rest",Noun,,Adverbial noun / no-adjective noun,Places/Transport/Directions,Core open list,Noun-like word,8679,496,0.02546405,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,外,"adj-no,n,n-adv",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-no,n,n-adv",Place/transport/direction anchor
5,Places + Transport + Directions,44,79,621,前,まえ,mae,"before, in front",Noun,,Temporal noun / Adverbial noun,Places/Transport/Directions,Core open list,Noun-like word,25618,164,0.0751628,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,前,"n-adv,n-t,suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t,suf",Place/transport/direction anchor
5,Places + Transport + Directions,45,297,627,町,まち,machi,town; city,Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,4642,866,0.01361955,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,町,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,46,438,636,右,みぎ,migi,right hand side,Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,2010,1827,0.00589731,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,右,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,47,254,641,道,みち,michi,"road, street; way, directions",Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,5494,732,0.01611931,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,道,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,48,388,646,南,みなみ,minami,South,Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,2649,1434,0.00777212,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,南,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,49,392,654,村,むら,mura,village,Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,2588,1461,0.00759315,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,村,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,50,500,702,旅行,りょこう,ryokou,"travel, trip",Noun,Can form する verb,no-adjective noun / Suru-verbal noun,Places/Transport/Directions,Core open list,Can combine with する,1454,2377,0.00426601,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,旅行,"n,vs,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,vs,adj-no",Place/transport/direction anchor
5,Places + Transport + Directions,51,627,708,廊下,ろうか,rouka,corridor,Noun,,Common noun,Places/Transport/Directions,Core open list,Noun-like word,583,4978,0.00171051,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,廊下,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,52,541,717,渡る,わたる,wataru,"to cross over, to go across",Verb,Godan (-ru ending),Main verb,Places/Transport/Directions,Core open list,Intransitive,1127,2888,0.0033066,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,渡る,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Place/transport/direction anchor
5,Places + Transport + Directions,53,691,734,持って行く,もっていく,motteiku,to take something,Verb,Godan (-iku/yuku special),Main verb,Places/Transport/Directions,Supplemental N5 buffer,,279,8843,0.00081858,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,持って行く,"exp,v5k-s",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: exp,v5k-s",Place/transport/direction anchor
5,Places + Transport + Directions,54,766,741,旅行会社,りょこうがいしゃ,ryokougaisha,travel agency,Noun,,Common noun,Places/Transport/Directions,Supplemental N5 buffer,Noun-like word,56,24955,0.0001643,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,旅行会社,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,55,411,742,旅行する,りょこうする,ryokousuru,to travel,Verb,Suru verb,Verbal noun + する,Places/Transport/Directions,Supplemental N5 buffer,,,,0.00684,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,旅行する,Fallback: no subtitle-corpus match for selected candidates,4.84,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Place/transport/direction anchor
5,Places + Transport + Directions,56,575,790,散歩する,さんぽする,samposuru,to take a walk,Verb,Suru verb,Verbal noun + する,Places/Transport/Directions,Supplemental N5 buffer,,,,0.00262,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,散歩する,Fallback: no subtitle-corpus match for selected candidates,4.42,,,MLC 802-word list / common N5 buffer,Manual fallback from word/meaning,Place/transport/direction anchor
5,Places + Transport + Directions,57,422,143,～階,～かい,~kai,counter for stories (floors) of a building,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,2179,1699,0.00639315,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,階,"n,n-suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-suf",Place/transport/direction anchor
5,Places + Transport + Directions,58,174,227,くらい,くらい,kurai,approximate (quantity),Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,10463,418,0.03069827,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,くらい,"suf,prt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: suf,prt",Place/transport/direction anchor
5,Places + Transport + Directions,59,725,255,九つ,ここのつ,kokonotsu,nine things,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,179,12154,0.00052518,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,九つ,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Place/transport/direction anchor
5,Places + Transport + Directions,60,229,269,ごろ,ごろ,goro,"about, toward, approximately (time)",Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,6761,618,0.01983666,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ごろ,"n,n-adv,n-suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-adv,n-suf",Place/transport/direction anchor
5,Places + Transport + Directions,61,191,275,～歳,～さい,~sai,~ years old,Counter,,Counter / counting suffix,Numbers/Counters,Core open list,Counter or measure word,9003,473,0.02641466,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,歳,suf,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: suf,Place/transport/direction anchor
5,Places + Transport + Directions,62,1,287,～さん,～さん,~san,"Mr. ~, Ms. ~",Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,229993,16,0.67479574,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,さん,suf,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: suf,Place/transport/direction anchor
5,Places + Transport + Directions,63,426,461,どちら,どちら,dochira,which (one) (way); where (polite),Pronoun,,Polite interrogative pronoun,Numbers/Counters,Core open list,Which way / where / which one,2106,1748,0.00617897,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どちら,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 demonstrative/location word,Place/transport/direction anchor
5,Places + Transport + Directions,64,80,622,～前,～まえ,~mae,in front of ~,Suffix,,Suffix / bound word,Numbers/Counters,Core open list,Attaches to another word or number,25618,164,0.0751628,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,前,"n-adv,n-t,suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t,suf",Place/transport/direction anchor
5,Places + Transport + Directions,65,606,656,メートル,メートル,meetoru,meter,Noun,,Common noun,Numbers/Counters,Core open list,Noun-like word,680,4384,0.00199511,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,メートル,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,66,507,719,～駅,～えき,~eki,... station; suffix after station names,Suffix,,Suffix / bound word,Numbers/Counters,Supplemental N5 buffer,Attaches to another word or number,1370,2491,0.00401956,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,駅,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,67,607,729,～メートル,～メートル,~meetoru,... meter,Counter,,Counter / counting suffix,Numbers/Counters,Supplemental N5 buffer,Counter or measure word,680,4384,0.00199511,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,メートル,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,68,783,746,六本,ろっぽん,roppon,six long objects,Noun,,Common noun,Numbers/Counters,Supplemental N5 buffer,Noun-like word,14,48082,4.108e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,六本,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,69,795,710,ワイシャツ,ワイシャツ,waishatsu,"shirt (lit: white shirt), business shirt",Noun,,Common noun,Home/Objects,Core open list,Noun-like word,3,77470,8.8e-06,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ワイシャツ,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,70,207,267,困る,こまる,komaru,"to be bothered, to have difficulty",Verb,Godan (-ru ending),Main verb,Core Verbs/Actions,Core open list,Intransitive,8218,525,0.02411148,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,困る,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Place/transport/direction anchor
5,Places + Transport + Directions,71,274,474,撮る,とる,toru,"to take (a photo), to make (a film)",Verb,Godan (-ru ending),Main verb,Core Verbs/Actions,Core open list,Transitive,5034,793,0.01476967,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,撮る,"v5r,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vt",Place/transport/direction anchor
5,Places + Transport + Directions,72,690,199,切符,きっぷ,kippu,a ticket,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,284,8734,0.00083325,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,切符,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,73,349,232,黒,くろ,kuro,black,Noun,,Color noun,Misc/Bridge,Core open list,Color term,,,0.0102,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,黒,Fallback: no subtitle-corpus match for selected candidates,5.01,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Place/transport/direction anchor
5,Places + Transport + Directions,74,314,233,黒い,くろい,kuroi,black; dark,Adjective,,i-adjective,Misc/Bridge,Core open list,Conjugates directly; dictionary form ends in い,4249,939,0.0124665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,黒い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Place/transport/direction anchor
5,Places + Transport + Directions,75,475,234,警官,けいかん,keikan,police officer,Noun,,no-adjective noun,Misc/Bridge,Core open list,Noun-like word,1604,2190,0.00470611,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,警官,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Place/transport/direction anchor
5,Places + Transport + Directions,76,331,236,消す,けす,kesu,"to erase, to delete, to turn off power",Verb,Godan (-su ending),Main verb,Misc/Bridge,Core open list,Transitive,3842,1034,0.01127237,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,消す,"v5s,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5s,vt",Place/transport/direction anchor
5,Places + Transport + Directions,77,121,238,結婚,けっこん (する),kekkon (suru),marriage (get married),Noun,Can form する verb,no-adjective noun / Suru-verbal noun,Misc/Bridge,Core open list,Can combine with する,15835,259,0.04645963,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,結婚,"n,adj-no,vs",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no,vs",Place/transport/direction anchor
5,Places + Transport + Directions,78,696,260,コップ,コップ,koppu,a tumbler; a glass,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,264,9227,0.00077457,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,コップ,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,79,57,272,こんな,こんな,konna,"such, like this",Adjective,,pre-noun adjective,Misc/Bridge,Core open list,Used directly before nouns,33224,122,0.09747868,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,こんな,adj-pn,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-pn,Place/transport/direction anchor
5,Places + Transport + Directions,80,255,278,先,さき,saki,"future; recent, previous",Noun,,no-adjective noun / Suffix-like noun,Misc/Bridge,Core open list,Noun-like word,5481,734,0.01608117,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,先,"n,adj-no,n-suf,pref",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no,n-suf,pref",Place/transport/direction anchor
5,Places + Transport + Directions,81,455,283,雑誌,ざっし,zasshi,"magazine, journal",Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,1814,1990,0.00532225,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,雑誌,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,82,548,350,狭い,せまい,semai,narrow; not spacious,Adjective,,i-adjective,Misc/Bridge,Core open list,Conjugates directly; dictionary form ends in い,1056,3066,0.00309829,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,狭い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Place/transport/direction anchor
5,Places + Transport + Directions,83,702,373,大使館,たいしかん,taishikan,embassy,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,241,9831,0.00070709,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大使館,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,84,588,387,建物,たてもの,tatemono,building,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,798,3867,0.00234132,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,建物,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,85,294,403,近く,ちかく,chikaku,nearby; in the neighborhood,Noun,,Adverbial noun,Misc/Bridge,Core open list,Noun-like word,4680,854,0.01373104,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,近く,"n-adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n",Place/transport/direction anchor
5,Places + Transport + Directions,86,228,414,疲れる,つかれる,tsukareru,to get (become) tired; to become fatigued,Verb,Ichidan,Main verb,Misc/Bridge,Core open list,Intransitive,6790,614,0.01992175,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,疲れる,"v1,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vi",Place/transport/direction anchor
5,Places + Transport + Directions,87,432,416,着く,つく,tsuku,"to arrive at, to reach",Verb,Godan (-ku ending),Main verb,Misc/Bridge,Core open list,,2062,1788,0.00604987,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,着く,v5k,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: v5k,Place/transport/direction anchor
5,Places + Transport + Directions,88,450,452,遠い,とおい,tooi,"far (away), distant",Adjective,,i-adjective,Misc/Bridge,Core open list,Conjugates directly; dictionary form ends in い,1866,1944,0.00547481,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,遠い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Place/transport/direction anchor
5,Places + Transport + Directions,89,665,460,図書館,としょかん,toshokan,library,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,414,6527,0.00121467,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,図書館,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,90,773,494,なる,なる,naru,to become,Verb,Godan (-ru ending),Main verb,Misc/Bridge,Core open list,Intransitive,32,33453,9.389e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,なる,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Place/transport/direction anchor
5,Places + Transport + Directions,91,770,497,にぎやか,にぎやか,nigiyaka,"bustling, busy",Adjective,,na-adjective,Misc/Bridge,Core open list,Adjectival noun,,,0.000123,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,にぎやか,Fallback: no subtitle-corpus match for selected candidates,3.09,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Place/transport/direction anchor
5,Places + Transport + Directions,92,566,504,庭,にわ,niwa,garden,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,939,3380,0.00275501,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,庭,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,93,706,523,葉書,はがき,hagaki,postcard,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,233,10078,0.00068362,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,葉書,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,94,292,575,広い,ひろい,hiroi,spacious; wide; broad,Adjective,,i-adjective,Misc/Bridge,Core open list,Conjugates directly; dictionary form ends in い,4685,852,0.01374571,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,広い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Place/transport/direction anchor
5,Places + Transport + Directions,95,282,597,辺,へん,hen,"area, vicinity",Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,4937,808,0.01448508,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,辺,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,96,316,651,向こう,むこう,mukou,"beyond, over there",Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,4152,952,0.0121819,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,向こう,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,97,94,661,持つ,もつ,motsu,"to hold, to carry; to possess",Verb,Godan (-tsu ending),Main verb,Misc/Bridge,Core open list,,21650,192,0.06352075,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,持つ,v5t,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: v5t,Place/transport/direction anchor
5,Places + Transport + Directions,98,88,664,門,もん,mon,gate,Noun,,Suffix-like noun,Misc/Bridge,Core open list,Noun-like word,24085,176,0.070665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,門,"n,n-suf",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,n-suf",Place/transport/direction anchor
5,Places + Transport + Directions,99,761,739,矢印,やじるし,yajirushi,arrow sign,Noun,,Common noun,Misc/Bridge,Supplemental N5 buffer,Noun-like word,68,22291,0.00019951,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,矢印,n,,,,MLC 802-word list / common N5 buffer,Subtitle corpus POS tags: n,Place/transport/direction anchor
5,Places + Transport + Directions,100,329,802,どこか,どこか,dokoka,somewhere,Noun,,Common noun,Misc/Bridge,Supplemental N5 buffer,Noun-like word,3886,1021,0.01140146,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どこか,"exp,n,adv",,,,MLC 802-word list / common N5 buffer,"Subtitle corpus POS tags: exp,n,adv",Place/transport/direction anchor
6,Leisure + Weather + Social Plans,1,353,2,会う,あう,au,"to meet, to see",Verb,Godan (-u ending),Main verb,Leisure/Social,Core open list,Intransitive,3364,1151,0.00986992,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,あう,"v5u,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5u,vi",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,2,305,79,歌,うた,uta,a song,Noun,,Common noun,Leisure/Social,Core open list,Noun-like word,4407,908,0.01293007,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,歌,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,3,367,80,歌う,うたう,utau,to sing,Verb,Godan (-u ending),Main verb,Leisure/Social,Core open list,Transitive,3029,1264,0.00888704,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,歌う,"v5u,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5u,vt",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,4,340,88,映画,えいが,eiga,"movie, film",Noun,,no-adjective noun,Leisure/Social,Core open list,Noun-like word,3621,1094,0.01062396,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,映画,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,5,729,89,映画館,えいがかん,eigakan,"movie theater, cinema",Noun,,Common noun,Leisure/Social,Core open list,Noun-like word,171,12560,0.00050171,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,映画館,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,6,224,135,面白い,おもしろい,omoshiroi,"interesting, amusing",Adjective,,i-adjective,Leisure/Social,Core open list,Conjugates directly; dictionary form ends in い,7224,587,0.0211951,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,面白い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,7,591,136,泳ぐ,およぐ,oyogu,to swim,Verb,Godan (-gu ending),Main verb,Leisure/Social,Core open list,Intransitive,785,3927,0.00230318,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,泳ぐ,"v5g,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5g,vi",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,8,374,139,音楽,おんがく,ongaku,Music,Noun,,Common noun,Leisure/Social,Core open list,Noun-like word,2892,1323,0.00848508,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,音楽,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,9,659,340,スポーツ,スポーツ,supootsu,sport(s),Noun,,no-adjective noun,Leisure/Social,Core open list,Noun-like word,425,6380,0.00124694,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,スポーツ,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,10,181,388,楽しい,たのしい,tanoshii,"enjoyable, fun",Adjective,,i-adjective,Leisure/Social,Core open list,Conjugates directly; dictionary form ends in い,9855,441,0.02891441,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,楽しい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,11,403,518,パーティー,パーティー,paatii,a party,Noun,,Common noun,Leisure/Social,Core open list,Noun-like word,2451,1534,0.00719119,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,パーティー,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Leisure/weather/social anchor
